time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,train/std,train/entropy_loss,train/clip_fraction,train/clip_range,train/n_updates,train/value_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/approx_kl
3293184,201,648.3951929899999,365,9009,665.43,0.1805056929588318,3.598691627160827,0.36866449004975127,0.2,1989,0.08837516107295283,0.808042585849762,0.0003,0.03451760113239288,-0.002548033149162335,0.036589425
3309568,202,692.0225461,367,9010,702.03,0.18079774081707,3.5779700017388847,0.3737581286127168,0.2,1992,0.056517849121824164,0.8421211838722229,0.0003,0.01352002751082182,-0.0007445682863021172,0.03187235
3325952,203,663.4946357900001,369,9011,682.84,0.1806952804327011,3.569715668988782,0.3660519622093023,0.2,1995,0.08407440463210954,0.8185253739356995,0.0003,0.05470765009522438,0.0027186061109437847,0.03492953
3342336,204,689.8312751999998,370,9009,716.71,0.18080121278762817,3.570811667765279,0.37747447709163345,0.2,1999,0.08869876092173663,0.8200892806053162,0.0003,0.030349664390087128,-0.005835296708600692,0.03370502
3358720,205,687.99314535,372,9014,712.87,0.1808234006166458,3.56508525501598,0.32890625,0.2,2000,0.09520017545331608,0.7770708799362183,0.0003,0.06061353161931038,0.012735665691169825,0.024945745
3375104,206,648.21278732,374,9015,686.92,0.1807945966720581,3.56235562771866,0.3674089884020619,0.2,2004,0.0684137603402445,0.8445397615432739,0.0003,0.013741111382842064,-0.0003311799493493493,0.04369074
3391488,207,669.0976512299999,376,9010,688.04,0.1810501217842102,3.556457353071733,0.37869318181818185,0.2,2009,0.09114047677679496,0.8289844989776611,0.0003,0.024982688948512077,-0.007266140143302354,0.03660265
3407872,208,676.34210333,378,9012,686.54,0.18142467737197876,3.531909293942637,0.3666294642857143,0.2,2012,0.0787262117320841,0.8738067746162415,0.0003,0.0298504289239645,-0.00023981547527402252,0.035124395
3424256,209,716.8355531699999,379,9014,723.0,0.18145404756069183,3.5231102171228894,0.3538654384328358,0.2,2015,0.07378814258237383,0.8155769109725952,0.0003,0.03751414269208908,0.005009084015584259,0.039109264
3440640,210,738.63931938,381,9019,729.91,0.18137572705745697,3.5260450184345244,0.31142578125,0.2,2016,0.09475859701633453,0.7893659472465515,0.0003,0.06448419392108917,0.01162096724146977,0.02405753
