time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/value_loss,train/learning_rate,train/entropy_loss,train/loss,train/std,train/approx_kl,train/clip_range,train/n_updates,train/explained_variance,train/clip_fraction,train/policy_gradient_loss
1081344,1000.0,66,6180,174,1296.86324242,0.001397585320410144,0.0003,0.546992368530482,-0.03142563998699188,0.23081283271312714,0.03265488,0.2,639,0.927108883857727,0.353961181640625,-0.023791514649929013
1097728,1000.0,67,6189,177,1295.53490441,0.0006167810061996768,0.0003,0.6224730809864668,-0.02113410085439682,0.22983939945697784,0.03782482,0.2,649,0.9237942099571228,0.3453572934232715,-0.02057985459261183
1114112,1000.0,68,6213,179,1288.74990419,0.0019410038459897279,0.0003,0.6470989701085197,-0.029558978974819183,0.22933340072631836,0.03259381,0.2,654,0.9221111536026001,0.352086661341853,-0.011199448922702585
1130496,1000.0,69,6221,181,1291.9870058000001,0.0010521226518450685,0.0003,0.6791669115888206,-0.025360973551869392,0.22869561612606049,0.041329097,0.2,664,0.9461121559143066,0.3303011461937716,-0.020342682929150438
1146880,1000.0,70,6229,184,1290.81589038,0.0008095594865153543,0.0003,0.7319586554542183,-0.007931062020361423,0.2274622768163681,0.03028877,0.2,674,0.951035737991333,0.334716796875,-0.02291710081481142
1163264,1000.0,71,6245,186,1293.55724536,0.0019674493746818958,0.0003,0.7637725308119694,-0.04261932894587517,0.22726279497146606,0.029081613,0.2,681,0.9017206430435181,0.32865435163551404,-0.015377036462294234
1179648,1000.0,72,6270,188,1296.11639674,0.0020512126626329513,0.0003,0.7800586925247522,-0.014363186433911324,0.22673094272613525,0.032714926,0.2,685,0.8726504445075989,0.3648806594488189,-0.00800356567620967
1196032,1000.0,73,6275,190,1300.0894334000002,0.0004966053057160024,0.0003,0.8468500588089227,-0.035795655101537704,0.22530221939086914,0.03113868,0.2,695,0.9596647620201111,0.33587646484375,-0.022411753769847564
1212416,1000.0,74,6302,192,1307.69881721,0.0006837530255829192,0.0003,0.8979299825090201,-0.014233266934752464,0.2242383360862732,0.048443325,0.2,699,0.9504001140594482,0.29495223445595853,-0.005532765859940663
1228800,1000.0,75,6311,194,1308.58249372,0.0006815144666948721,0.0003,0.9899929577750819,-0.036804962903261185,0.22231817245483398,0.036213312,0.2,708,0.9474321603775024,0.36842215401785716,-0.02189554924386487
1245184,1000.0,76,6304,197,1310.91256081,0.0010322201238869933,0.0003,1.0557859493600719,-0.03331659734249115,0.2216436117887497,0.045543563,0.2,717,0.9510061144828796,0.34291403210116733,-0.018719464411382863
1261568,1000.0,77,6312,199,1314.18091602,0.0007051960522531458,0.0003,1.0978010284188626,-0.036899007856845856,0.2206687182188034,0.03899711,0.2,726,0.9510297775268555,0.3450972422928709,-0.019773482503853954
1277952,1000.0,78,6327,201,1310.38210134,0.0010015710276537948,0.0003,1.1604679100704889,-0.03219868615269661,0.21968227624893188,0.03248775,0.2,733,0.9546729326248169,0.3369449513381995,-0.017173347348877547
1294336,1000.0,79,6339,204,1314.0097331300003,0.0008635516919490875,0.0003,1.1951162100877117,-0.03500881791114807,0.21888065338134766,0.037762918,0.2,741,0.9401886463165283,0.34333299291938996,-0.01749175992410849
1310720,1000.0,80,6348,206,1310.6040713,0.00046616486136028527,0.0003,1.2714410477046725,-0.018031669780611992,0.21715061366558075,0.03429104,0.2,750,0.9645618200302124,0.3585132233273056,-0.020916833567549264
1327104,1000.0,81,6361,208,1313.7972436400003,0.0005400312458889811,0.0003,1.3553348851045326,-0.04079112038016319,0.2157890647649765,0.041701794,0.2,758,0.9570156931877136,0.3510341601995565,-0.017287370540251226
