time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/value_loss,train/learning_rate,train/entropy_loss,train/loss,train/std,train/approx_kl,train/clip_range,train/n_updates,train/explained_variance,train/clip_fraction,train/policy_gradient_loss
2097152,1000.0,128,7626,274,1205.52908397,0.0006840029901026615,0.0003,3.1846567467280797,0.0019907488021999598,0.1855134516954422,0.0343196,0.2,900,0.9767656326293945,0.3395982142857143,0.00036966249612825256
2113536,1000.0,129,7641,276,1213.18983525,0.0020345409637408667,0.0003,3.213285809657613,0.043428052216768265,0.1851174235343933,0.030315027,0.2,901,0.946350634098053,0.37320696721311475,0.017091471121692268
2129920,1000.0,130,7653,278,1216.22150242,0.0005303130606044979,0.0003,3.2388568164766296,0.0057154190726578236,0.18465353548526764,0.049835112,0.2,904,0.979094922542572,0.34568798449612403,0.003914993931358868
2146304,1000.0,131,7666,279,1215.9133231,0.0011428036040773517,0.0003,3.257700148381685,-0.012505882419645786,0.18456721305847168,0.030671278,0.2,906,0.970665454864502,0.3488898026315789,0.009935416936825373
2162688,1000.0,132,7680,281,1222.5314222400002,0.0005948129923867613,0.0003,3.2650864035994918,0.04323830455541611,0.1843869686126709,0.02296174,0.2,907,0.9822706580162048,0.3052662037037037,0.013127269533773264
2179072,1000.0,133,7693,283,1218.7968761500001,0.0012917169939040893,0.0003,3.274037479044317,0.01607125997543335,0.184356689453125,0.033598013,0.2,909,0.96705561876297,0.34199004120879123,0.009531432445478308
2195456,1000.0,134,7708,284,1217.98066616,0.001779577883038049,0.0003,3.2733726263046266,0.044188275933265686,0.18439054489135742,0.025758157,0.2,910,0.9628626704216003,0.3271484375,0.01716681857748578
2211840,1000.0,135,7717,286,1219.4260660500001,0.0006381725707678529,0.0003,3.2797854274943257,-0.013229490257799625,0.18407762050628662,0.028546434,0.2,913,0.9789205193519592,0.31954823369565216,0.006610841500451384
2228224,1000.0,136,7727,288,1219.8340170200001,0.0005577988603711416,0.0003,3.319185542471615,-0.014518717303872108,0.1834266185760498,0.034189224,0.2,916,0.9773219227790833,0.3543836805555556,-0.002329491241260167
2244608,1000.0,137,7738,290,1221.4395281500001,0.0006305146101943177,0.0003,3.3430935382843017,-0.01652427949011326,0.18312418460845947,0.03202269,0.2,918,0.9776533842086792,0.35506114130434785,0.007093369373646768
2260992,1000.0,138,7746,291,1218.3088372500001,0.000931316217377441,0.0003,3.378113183592047,-0.013708609156310558,0.18256418406963348,0.03482061,0.2,922,0.9726602435112,0.3651820591517857,-0.0029822925051640986
2277376,1000.0,139,7758,293,1225.7465983800003,0.0009119624496301318,0.0003,3.402872934574034,-0.017213517799973488,0.1824144870042801,0.029748984,0.2,924,0.9686170816421509,0.3296970274390244,0.00789877155613972
2293760,991.18,140,7769,295,1217.3326898400003,0.0005254753799955273,0.0003,3.4211424544172466,0.006457910407334566,0.18193256855010986,0.033303864,0.2,926,0.974899411201477,0.37046727594339623,0.005700727776439755
2310144,991.18,141,7779,296,1221.80699722,0.002135122197584576,0.0003,3.44593254146197,-0.017576629295945168,0.18172629177570343,0.030549541,0.2,929,0.9270980358123779,0.31542322019867547,0.005910291363460486
2326528,991.18,142,7787,298,1219.3991225799998,0.0008311706712876243,0.0003,3.4528116905826263,-0.013815533369779587,0.18156176805496216,0.030644177,0.2,932,0.9543023109436035,0.3444908405172414,0.003671485649678728
2342912,991.18,143,7793,300,1221.1299202900002,0.000686645444957079,0.0003,3.4805238926818616,-0.01745816506445408,0.18099761009216309,0.038334787,0.2,937,0.9742988348007202,0.36442490494296575,-0.004477389890721825
2359296,991.18,144,7804,302,1227.4158088000001,0.000863728564717833,0.0003,3.495543444268057,0.007096055429428816,0.18101365864276886,0.030369123,0.2,939,0.9700260758399963,0.32914719626168226,0.010952324493326874
2375680,991.18,145,7814,303,1224.7912076,0.0010098619847364414,0.0003,3.5149779856204986,0.008482218720018864,0.18054859340190887,0.03409415,0.2,941,0.9633204340934753,0.36910807291666664,0.009412380463133255
2392064,1000.0,146,7827,305,1238.6823522299999,0.0005611416746035848,0.0003,3.5374910663551007,-0.0014637259300798178,0.1802816241979599,0.035923965,0.2,943,0.9775360226631165,0.3107944542253521,0.007417979358341283
2408448,1000.0,147,7834,307,1236.28807286,0.0006497749542098953,0.0003,3.567801765216294,0.010659950785338879,0.17966966331005096,0.029574888,0.2,946,0.9814733266830444,0.35446068548387094,0.0017633051724143087
2424832,1000.0,148,7841,309,1236.32772054,0.0007892184907023734,0.0003,3.6027992115685,-0.03251554071903229,0.1792696714401245,0.035441592,0.2,950,0.9779333472251892,0.34542133084577115,-0.0029561711146278463
2441216,1000.0,149,7853,310,1230.85490396,0.001704272480116638,0.0003,3.618224519198058,0.07444727420806885,0.17929203808307648,0.025375694,0.2,951,0.9622635245323181,0.32838114754098363,0.016058689303940436
2457600,1000.0,150,7862,312,1226.00355133,0.0018046113273812283,0.0003,3.6147463596124445,-0.031383540481328964,0.1793431043624878,0.032726727,0.2,954,0.9629701375961304,0.3528833183453237,0.002857281039167437
2473984,1000.0,151,7874,314,1223.1269918700002,0.002161438439295373,0.0003,3.6084510413083164,0.032640885561704636,0.1793881505727768,0.028233254,0.2,955,0.947058916091919,0.3533380681818182,0.015743411463600667
2490368,1000.0,152,7885,315,1222.37909737,0.0010636225820574632,0.0003,3.6083361355226433,-0.010680975392460823,0.17929188907146454,0.041205432,0.2,957,0.9746372103691101,0.2947178171641791,0.011070882373336536
2506752,1000.0,153,7894,317,1222.39123891,0.00044226990143648006,0.0003,3.627428083153038,-0.027523836120963097,0.17892128229141235,0.03225871,0.2,960,0.9791116118431091,0.34713723776223776,0.0008632978294174988
2523136,1000.0,154,7902,319,1221.51379409,0.0009130785187295118,0.0003,3.6469375576291765,-0.018710065633058548,0.17878247797489166,0.03214777,0.2,963,0.9744487404823303,0.354783887987013,0.000442195532528998
2539520,1000.0,155,7904,321,1224.4985494399998,0.0007776641382377559,0.0003,3.657049143390291,-0.006043674889951944,0.17857789993286133,0.030969791,0.2,968,0.963202714920044,0.371641122611465,-0.0044059760254588284
2555904,1000.0,156,7914,322,1233.45732017,0.0006833402534708554,0.0003,3.6723753213882446,0.005581595003604889,0.17835192382335663,0.035257403,0.2,970,0.9733138680458069,0.33825399709302323,0.008515644523445083
2572288,1000.0,157,7926,324,1231.7696790999998,0.0006213676870653504,0.0003,3.6864905942950332,0.059402868151664734,0.17819543182849884,0.028148944,0.2,971,0.9730377793312073,0.35375548245614036,0.013128410898181692
2588672,1000.0,158,7936,326,1230.2158424599997,0.0014457066355710278,0.0003,3.696334717225055,-0.008901674300432205,0.1781051754951477,0.03319019,0.2,973,0.9647732973098755,0.32736766581632654,0.008407041278420662
2605056,1000.0,159,7947,327,1220.81247255,0.006013937102740302,0.0003,3.700155531658846,0.03389866277575493,0.17801444232463837,0.025957962,0.2,974,0.8552975058555603,0.32559742647058826,0.01281228446511223
2621440,1000.0,160,7960,329,1222.23606749,0.006854730937629938,0.0003,3.7036624908447267,0.033208463340997696,0.178003191947937,0.023707386,0.2,975,0.834170937538147,0.27786458333333336,0.010142683982849121
2637824,1000.0,161,7971,330,1219.7419210999997,0.0008935136742096532,0.0003,3.708419579046744,0.02273719571530819,0.17787699401378632,0.02338724,0.2,976,0.9626653790473938,0.3113425925925926,0.014601263459082003
2654208,1000.0,162,7981,332,1216.7310105800002,0.0011735546129149578,0.0003,3.7162380861857582,0.02820131927728653,0.1777603179216385,0.026719555,0.2,977,0.9609108567237854,0.34207589285714285,0.01279423228420672
2670592,1000.0,163,7987,334,1213.7338929800003,0.0009281921022473118,0.0003,3.7234416902065277,-0.007114086300134659,0.17767103016376495,0.033486154,0.2,981,0.9699180722236633,0.3570087139423077,6.950625146810825e-05
2686976,1000.0,164,7996,336,1214.29095551,0.0007945183938515939,0.0003,3.7260629871617192,0.005386363714933395,0.17764145135879517,0.028302172,0.2,983,0.9748401641845703,0.31734035326086957,0.009942556837695125
2703360,1000.0,165,8006,337,1224.71740504,0.000814973030355759,0.0003,3.7320833683013914,-0.003029405837878585,0.1774872988462448,0.024466258,0.2,984,0.9760401844978333,0.33033854166666665,0.012632485607173293
2719744,1000.0,166,8013,339,1225.57467834,0.00067113840316767,0.0003,3.753097459867403,-0.018919775262475014,0.17717677354812622,0.03138519,0.2,987,0.9770635366439819,0.35267857142857145,0.0012225927119808538
2736128,1000.0,167,8025,340,1231.5080277600002,0.0008888726027050455,0.0003,3.764621010848454,0.02173478528857231,0.17703545093536377,0.02549933,0.2,988,0.9656575918197632,0.31654575892857145,0.013315686290817601
2752512,1000.0,168,8033,342,1234.4232892400003,0.0006750098468425374,0.0003,3.7733080360624527,0.004699809476733208,0.17685472965240479,0.033139937,0.2,990,0.9801660776138306,0.33294270833333334,0.0064880566981931525
2768896,1000.0,169,8043,344,1234.40175623,0.0010008721548012654,0.0003,3.7876330650213994,-0.011705970391631126,0.1767226904630661,0.038423643,0.2,992,0.9776475429534912,0.3014322916666667,0.012635217665581766
2785280,1000.0,170,8051,345,1233.81869555,0.0014703588920735543,0.0003,3.797228782407699,0.018411904573440552,0.17658598721027374,0.030745288,0.2,994,0.9593558311462402,0.34038978494623656,0.00966075338142854
2801664,1000.0,171,8061,347,1238.3147827,0.0013932343560251563,0.0003,3.795311818520228,0.03946202993392944,0.17664603888988495,0.027907634,0.2,995,0.9699284434318542,0.3418782552083333,0.014577728831985345
2818048,1000.0,172,8069,349,1233.5785674400001,0.0007736093799134583,0.0003,3.7983242755844477,-0.003794376738369465,0.17662499845027924,0.030006403,0.2,997,0.9721649885177612,0.3390531994047619,0.010208902875005844
2834432,1000.0,173,8078,350,1231.60706907,0.001357555605198552,0.0003,3.796540280667747,0.025273213163018227,0.17669618129730225,0.032412782,0.2,999,0.9651541113853455,0.3499904725609756,0.01238199281960544
2850816,1000.0,174,8088,352,1231.30248528,0.0009561256520100869,0.0003,3.789920503894488,0.044931307435035706,0.17670948803424835,0.027486011,0.2,1000,0.9560909867286682,0.3430989583333333,0.011752149900227474
2867200,1000.0,175,8096,354,1229.8514750499999,0.0007755672200941122,0.0003,3.7955270608266196,0.00983394030481577,0.17656080424785614,0.030352682,0.2,1002,0.9702597856521606,0.3037359775641026,0.010808037883506563
2883584,1000.0,176,8102,355,1234.03510151,0.0015096089476213344,0.0003,3.7926971532296445,0.011630944907665253,0.17692254483699799,0.040980794,0.2,1005,0.9532166719436646,0.3637058423913043,0.006253942431362373
2899968,1000.0,177,8113,357,1234.87959314,0.000792315761579878,0.0003,3.7834290374409068,0.023671582341194153,0.17668922245502472,0.022888087,0.2,1006,0.969041109085083,0.306640625,0.015377297965725038
2916352,1000.0,178,8120,359,1240.11264991,0.0007186589023826565,0.0003,3.7978761551227977,-0.006650055758655071,0.17646901309490204,0.030299935,0.2,1008,0.9554762840270996,0.34092420212765956,0.009604993841036203
2932736,1000.0,179,8128,360,1246.31934743,0.00044639585151647526,0.0003,3.8141529666052922,-0.011664253659546375,0.17623700201511383,0.032039654,0.2,1010,0.982684850692749,0.34969618055555557,0.007571453890866704
2949120,1000.0,180,8136,362,1243.05075292,0.0005774601174326723,0.0003,3.822874543246101,0.03442450240254402,0.1762569695711136,0.03288491,0.2,1012,0.9729230403900146,0.3380514705882353,0.011312258928356802
2965504,1000.0,181,8144,364,1243.15722674,0.0009642103431070899,0.0003,3.8231258051736012,0.008077593520283699,0.1762348860502243,0.031195717,0.2,1014,0.9648995399475098,0.34684065934065933,0.007678686221549799
2981888,1000.0,182,8151,365,1242.90371539,0.0012259385828376533,0.0003,3.8278811894930325,-0.02043166197836399,0.17603780329227448,0.02988779,0.2,1016,0.9585811495780945,0.3494215745192308,0.007566858638221255
2998272,1000.0,183,8161,367,1238.99786354,0.0009654835875456531,0.0003,3.8317291736602783,0.03361574932932854,0.17611205577850342,0.02860036,0.2,1017,0.961216390132904,0.3568359375,0.012923860549926757
3014656,1000.0,184,8167,369,1237.47198374,0.00090490474078729,0.0003,3.8346033216726902,-0.003527706488966942,0.1760065108537674,0.028734336,0.2,1019,0.9706319570541382,0.32398200757575757,0.009546645493669943
